Network_Latency_ms,Packet_Loss_%,Temperature_C,Vibration_Hz,Power_Consumption_kW,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status
4.402,4.402,61.606,3.171,8.429,9.199,347.361,0.225,6.976,1
42.469,2.23,57.799,0.915,5.234,7.919,445.827,0.453,12.174,1
35.644,0.442,89.028,0.21,7.733,5.454,115.999,0.807,10.534,1
23.716,4.051,60.054,4.243,5.692,9.258,478.467,0.846,0.337,0
24.14,3.778,40.062,4.323,6.515,3.649,396.693,0.076,4.265,2
42.042,1.635,35.931,2.714,7.067,7.565,488.678,0.111,14.727,1
30.599,4.53,36.959,4.689,8.805,9.932,158.252,0.047,11.137,1
23.28,4.905,81.651,3.763,2.418,8.249,431.682,0.466,1.614,0
5.864,1.024,53.42,0.987,8.517,1.481,83.052,0.704,9.932,1
7.172,2.969,63.698,2.762,9.279,2.395,296.111,0.043,10.413,1
42.71,1.23,84.527,1.278,3.119,6.108,339.855,0.349,13.823,1
14.477,2.837,88.34,1.003,6.212,4.924,451.238,0.404,5.246,1
49.547,1.868,83.702,4.576,3.337,4.251,310.998,0.542,8.79,1
48.286,4.159,63.494,0.453,2.623,4.718,245.982,0.157,11.484,1
33.484,4.588,39.375,4.416,9.386,7.136,186.618,0.011,3.677,1
47.37,2.953,43.716,3.443,5.277,9.595,170.911,0.886,6.843,1
32.535,0.277,83.977,1.189,4.726,3.99,389.719,0.723,3.909,2
44.347,2.922,70.857,0.79,6.721,8.211,119.454,0.773,4.888,1
4.532,0.333,37.598,4.274,5.96,8.441,353.532,0.612,2.916,2
25.477,0.933,58.99,1.233,2.943,2.849,108.984,0.166,3.053,1
7.792,0.501,42.016,3.008,9.811,9.393,58.532,0.006,6.423,1
19.927,0.57,35.456,2.043,7.298,4.894,436.869,0.378,13.633,1
36.425,3.921,68.805,2.677,9.734,1.551,287.584,0.454,8.045,1
43.936,1.235,69.253,4.123,8.88,8.434,161.677,0.912,7.596,1
1.956,0.229,37.153,4.496,9.603,9.66,238.444,0.114,1.54,2
18.546,3.007,70.313,1.778,5.302,4.974,471.941,0.275,12.315,1
48.105,2.263,62.923,4.087,3.594,8.048,294.434,0.055,9.339,1
6.799,3.067,64.397,0.415,9.261,3.168,131.148,0.74,0.877,1
30.861,0.778,49.861,3.687,9.424,9.841,103.778,0.515,1.701,1
21.016,4.081,56.92,3.879,5.154,7.903,396.62,0.449,14.128,1
20.555,4.093,34.51,0.677,9.321,6.448,247.369,0.836,14.933,1
17.609,1.818,85.085,0.11,3.907,4.375,241.998,0.627,12.494,1
43.845,2.957,32.023,3.465,5.672,8.51,57.257,0.347,6.579,1
4.388,1.83,58.887,0.537,8.394,7.04,386.566,0.025,0.731,2
34.529,1.887,65.834,4.495,9.4,1.514,50.821,0.145,12.795,1
43.607,0.912,41.771,0.434,7.39,5.321,201.921,0.859,8.144,1
27.52,4.058,89.412,4.458,4.253,1.83,497.604,0.241,10.37,1
35.462,2.204,32.93,0.959,2.874,8.342,117.647,0.83,4.137,1
48.434,4.91,33.479,0.325,3.46,2.898,119.291,0.087,11.958,1
40.58,3.462,44.312,4.563,7.662,4.686,154.721,0.254,13.358,1
39.93,1.393,76.909,1.232,8.752,9.085,151.832,0.294,9.153,1
45.567,4.397,80.861,4.007,4.397,9.341,454.073,0.429,8.594,1
27.961,2.667,46.749,3.994,8.594,7.227,478.144,0.994,14.521,1
9.789,3.202,60.665,2.848,2.993,7.062,67.073,0.548,14.781,1
45.287,4.904,53.13,4.863,6.159,8.352,472.963,0.196,8.514,1
22.278,4.396,79.068,4.735,5.099,7.938,311.226,0.345,8.605,1
32.767,3.56,45.722,3.265,1.58,5.59,151.71,0.929,10.097,1
19.941,3.424,68.911,4.215,9.679,9.263,92.397,0.147,7.776,1
33.434,2.37,60.823,0.921,6.887,5.317,102.739,0.294,5.648,1
9.533,0.024,81.712,3.975,6.646,2.056,247.192,0.441,1.39,2
20.065,1.264,48.494,3.911,9.391,9.195,410.538,0.547,14.042,1
1.436,1.041,46.368,3.307,4.523,4.555,167.462,0.964,8.173,1
17.276,2.586,48.203,4.17,4.121,8.289,416.781,0.26,14.619,1
26.328,4.516,53.862,2.167,9.843,5.369,428.673,0.145,9.351,1
42.102,4.939,54.981,3.341,9.465,0.707,136.918,0.44,13.763,1
4.763,1.305,47.188,3.834,9.922,9.396,231.305,0.449,4.803,2
21.668,3.999,62.871,0.275,2.853,5.926,406.962,0.314,8.962,1
19.844,3.065,87.579,4.176,9.85,4.451,126.25,0.777,3.098,1
47.762,1.338,82.897,0.264,7.626,4.645,105.979,0.418,9.613,1
7.903,0.419,66.999,1.544,5.09,0.958,309.153,0.67,5.308,1
28.895,1.347,83.062,1.575,8.609,0.97,409.535,0.258,14.353,1
4.442,1.103,55.436,0.262,5.489,0.216,200.753,0.772,4.604,2
45.718,3.869,71.88,2.439,8.966,6.31,244.917,0.181,14.269,1
34.08,4.625,70.45,3.058,3.837,7.834,185.242,0.455,0.59,1
16.576,1.724,76.61,2.258,8.323,5.827,337.71,0.014,7.015,1
48.365,1.524,33.498,4.086,6.576,5.31,495.355,0.822,14.491,1
22.182,0.471,41.799,1.85,4.814,4.865,259.227,0.348,6.832,1
30.789,2.978,58.917,3.771,7.254,7.967,400.972,0.048,2.053,2
2.289,1.096,56.299,3.844,6.562,1.024,267.636,0.557,0.866,2
9.834,0.768,37.797,4.52,5.401,7.985,218.575,0.274,10.163,1
4.573,3.574,34.41,4.461,6.202,3.713,229.71,0.9,11.179,1
41.803,2.761,55.699,4.947,7.961,8.42,94.245,0.587,10.096,1
34.078,1.303,38.225,3.798,7.658,6.362,182.145,0.094,6.639,1
2.046,3.015,74.881,0.545,2.545,4.438,362.576,0.871,14.209,1
7.3,4.065,44.589,2.296,8.358,2.71,69.088,0.462,13.398,1
23.676,3.282,70.483,1.2,2.391,8.369,104.292,0.248,2.029,1
5.917,4.67,83.62,0.677,8.157,9.414,119.157,0.808,1.981,1
15.932,0.259,50.289,4.338,7.999,9.995,491.157,0.457,14.577,1
20.393,3.111,52.41,1.198,6.96,5.15,307.01,0.007,12.757,1
29.364,3.886,83.377,1.203,4.035,4.662,324.715,0.527,9.667,1
39.504,0.987,76.865,3.394,7.12,3.376,111.474,0.058,10.063,1
5.748,4.061,81.626,0.411,6.528,9.333,346.175,0.739,9.99,1
32.272,1.043,60.501,0.19,6.552,9.527,293.896,0.616,5.134,1
4.015,3.653,52.161,1.799,6.265,4.274,411.705,0.264,7.596,1
8.026,1.269,70.718,1.237,4.176,6.565,400.397,0.73,12.057,1
19.9,2.353,44.869,3.237,7.929,6.537,130.55,0.013,1.655,1
45.196,4.914,64.371,0.758,4.597,7.017,52.296,0.59,0.196,1
21.236,0.078,69.812,3.696,8.262,1.954,343.695,0.059,7.457,1
39.496,4.263,59.011,4.62,7.19,7.59,449.991,0.554,11.45,1
18.182,1.964,67.278,0.237,5.016,8.482,186.168,0.174,3.572,1
17.47,1.48,82.237,3.362,5.292,2.767,215.336,0.677,8.876,1
42.262,4.317,44.614,1.41,4.57,4.838,276.099,0.5,7.663,1
2.226,2.525,31.958,4.29,2.254,4.698,144.409,0.591,11.501,1
14.859,1.26,82.869,1.872,3.493,1.642,167.37,0.544,4.283,1
47.692,3.435,66.747,2.876,3.996,0.782,381.406,0.638,5.291,1
27.43,4.749,65.313,0.827,2.632,9.476,219.942,0.785,5.558,1
27.216,1.047,65.377,4.36,7.547,7.955,420.952,0.718,0.007,0
27.161,1.566,71.707,1.563,4.116,5.214,286.852,0.305,5.586,1
29.777,1.767,63.039,1.651,5.548,0.728,330.457,0.357,11.184,1
30.813,0.098,77.582,1.091,8.317,1.694,175.96,0.083,11.865,1
9.012,0.023,55.369,0.941,6.558,7.531,189.44,0.399,12.009,1
46.729,0.103,65.347,4.588,7.949,3.835,475.93,0.746,2.979,2
7.152,0.867,70.742,1.948,6.314,2.554,198.035,0.069,0.616,1
6.748,4.694,75.651,1.187,8.044,1.211,202.668,0.901,12.373,1
1.099,3.88,56.901,0.699,3.496,9.471,420.951,0.59,2.008,2
18.395,3.019,39.352,4.485,5.782,7.117,470.76,0.104,6.408,1
31.804,2.808,52.062,0.946,3.352,2.684,489.561,0.596,13.801,1
2.427,1.925,61.935,3.467,5.583,4.26,277.744,0.158,10.337,1
30.528,4.876,86.457,3.082,8.574,1.456,53.953,0.343,5.79,1
8.499,0.877,77.465,2.258,3.277,4.157,184.788,0.97,4.343,1
43.936,1.345,86.08,4.24,9.575,5.611,219.01,0.122,2.802,2
13.371,3.994,82.78,4.337,5.448,2.377,113.497,0.202,2.056,1
20.63,4.436,53.803,2.073,7.933,8.905,129.688,0.62,1.057,1
29.246,1.769,52.767,2.583,4.66,4.163,164.587,0.008,0.061,1
6.122,3.586,69.48,4.919,4.076,5.966,327.635,0.454,7.142,1
41.078,0.672,51.372,4.897,1.523,9.602,134.111,0.501,13.502,1
11.493,0.695,70.555,1.803,2.669,5.955,419.134,0.743,8.719,1
34.871,3.356,55.56,1.295,4.866,0.964,289.959,0.659,4.66,2
15.105,2.278,41.068,2.428,8.086,7.499,331.926,0.134,3.322,2
21.441,1.762,75.055,4.791,1.616,0.829,378.543,0.194,9.696,1
42.092,1.163,37.458,2.558,6.986,4.759,190.188,0.716,8.246,1
23.617,4.467,39.24,0.797,7.692,5.901,178.873,0.366,9.655,1
15.962,2.621,44.221,4.167,8.771,1.331,270.284,0.595,11.345,1
43.897,4.207,61.255,2.464,6.576,7.326,220.118,0.019,7.218,1
28.214,0.288,68.535,3.499,4.178,0.807,207.315,0.87,11.255,1
36.635,3.115,37.76,3.462,6.811,9.581,164.973,0.276,10.92,1
5.235,4.715,50.345,2.616,5.784,8.568,192.488,0.902,2.287,1
26.691,2.723,68.011,4.578,6.34,5.235,390.552,0.186,0.853,2
2.618,4.593,53.745,4.12,3.387,0.39,315.526,0.082,4.476,2
13.998,3.674,38.248,4.399,6.085,2.922,217.127,0.933,8.747,1
8.377,2.64,62.591,4.594,9.05,8.745,189.436,0.676,7.616,1
22.315,3.098,69.051,3.859,9.335,0.987,450.378,0.184,3.353,2
8.788,3.996,32.738,1.883,2.742,2.593,348.756,0.053,6.866,1
2.467,3.515,60.076,0.209,2.198,2.3,270.009,0.708,12.664,1
37.441,0.199,56.542,2.419,7.779,8.996,134.915,0.707,4.163,1
23.891,0.324,30.509,1.303,3.003,6.756,308.599,0.286,5.293,1
21.323,3.677,57.088,3.238,9.275,1.914,463.763,0.048,13.097,1
37.623,3.4,63.839,4.075,9.408,1.098,408.889,0.704,5.121,1
30.938,1.296,43.881,1.707,9.172,2.453,233.663,0.908,11.476,1
6.26,3.248,31.963,1.624,4.716,2.65,364.064,0.196,10.992,1
37.255,2.433,37.388,1.436,9.151,4.459,176.084,0.253,9.308,1
46.26,1.536,87.974,2.431,6.426,7.1,468.874,0.34,8.665,1
33.494,3.761,54.225,2.952,4.663,1.488,278.785,0.005,5.238,1
42.021,0.312,44.376,2.077,8.284,6.676,226.65,0.128,0.301,2
33.67,0.554,62.53,3.756,6.235,5.035,177.947,0.221,11.219,1
38.214,4.903,78.087,3.597,3.914,4.117,414.46,0.752,3.949,2
9.433,0.742,56.283,1.151,9.234,2.035,440.96,0.776,1.95,0
2.288,4.877,81.727,4.392,4.722,6.406,122.21,0.156,13.122,1
2.493,1.164,84.293,0.568,8.786,1.848,166.368,0.609,2.254,1
2.316,3.27,68.07,1.454,7.201,3.445,195.593,0.105,8.467,1
30.862,1.213,63.396,0.237,8.481,0.927,413.514,0.369,5.758,1
19.297,0.463,31.115,4.764,7.354,1.872,109.202,0.898,3.135,1
42.236,1.394,65.602,1.34,7.406,2.038,261.746,0.542,6.078,1
45.586,1.356,61.369,3.563,3.593,0.545,364.823,0.097,4.371,2
2.148,0.876,42.039,0.242,2.414,2.082,219.369,0.504,12.236,1
25.192,1.682,40.868,2.052,6.927,4.981,444.766,0.36,4.723,2
39.224,1.397,87.503,3.66,6.946,9.756,149.391,0.817,6.0,1
45.078,0.077,77.902,1.127,5.653,7.325,160.079,0.81,8.057,1
10.898,0.796,43.189,2.441,9.05,3.179,78.053,0.17,10.129,1
24.766,1.19,70.935,1.152,7.043,3.095,371.232,0.511,0.171,2
31.872,3.41,59.943,0.681,4.21,8.594,55.889,0.344,6.693,1
33.828,4.337,80.742,0.519,2.342,4.246,204.215,0.81,6.345,1
35.98,1.271,41.054,3.166,9.564,8.152,89.487,0.176,14.103,1
35.316,1.657,35.709,3.408,5.834,1.376,200.191,0.988,7.064,1
27.317,2.456,67.592,3.682,6.422,8.73,286.359,0.476,0.534,2
46.023,3.593,32.154,0.578,4.843,1.713,138.125,0.679,14.042,1
43.167,2.006,83.382,0.466,2.616,6.917,347.189,0.721,13.489,1
11.076,2.042,86.654,2.117,5.03,6.122,63.274,0.774,4.461,1
31.987,2.107,58.321,3.982,8.117,7.455,257.998,0.28,4.978,2
29.712,3.456,65.22,3.822,5.08,6.628,439.751,0.604,13.777,1
11.335,3.205,66.139,2.217,5.327,2.604,473.775,0.312,11.858,1
5.576,0.76,51.359,4.242,9.784,6.956,307.077,0.244,3.044,2
36.232,2.31,36.113,3.124,3.173,3.242,320.293,0.128,7.666,1
42.444,1.415,52.144,1.448,5.304,7.604,173.679,0.201,9.903,1
35.384,2.463,56.654,1.409,5.463,2.719,387.088,0.036,3.668,2
20.341,0.618,89.87,1.318,2.548,0.777,315.184,0.211,12.901,1
24.962,0.979,76.289,4.492,4.342,0.443,92.815,0.81,4.153,1
42.967,2.865,88.696,1.892,8.474,6.465,198.487,0.308,2.348,1
9.953,1.029,67.445,4.205,4.758,2.751,341.965,0.134,7.368,1
40.489,2.217,53.759,3.239,8.532,2.884,229.761,0.977,1.551,2
28.642,3.797,55.276,2.425,5.092,7.66,282.601,0.524,10.771,1
44.866,4.423,70.694,4.899,1.882,3.546,116.689,0.705,11.789,1
8.792,0.054,77.568,2.943,7.919,9.429,94.929,0.051,0.92,1
31.065,3.333,61.637,1.145,5.544,2.097,325.128,0.65,2.169,2
43.724,1.964,30.408,3.579,3.204,7.181,84.825,0.999,10.241,1
34.664,4.564,49.558,2.79,3.697,0.519,441.418,0.514,3.039,2
42.274,3.316,73.429,3.409,7.906,7.641,96.327,0.843,6.02,1
34.768,4.168,35.563,0.356,3.872,1.136,104.612,0.951,1.871,1
5.304,0.957,36.664,4.035,9.412,5.513,109.625,0.134,7.26,1
44.367,3.968,85.797,4.023,8.681,6.843,324.135,0.423,14.094,1
20.974,3.88,30.578,2.319,5.523,4.751,443.121,0.779,13.368,1
47.253,1.124,77.676,2.804,4.605,2.836,321.241,0.247,2.369,2
8.584,4.136,50.565,1.433,7.117,8.724,168.209,0.46,11.182,1
34.687,3.318,80.079,4.113,3.835,8.552,361.909,0.077,3.368,2
11.25,4.926,48.807,3.92,6.818,3.263,55.347,0.208,14.722,1
7.91,3.116,68.499,2.782,6.225,3.507,171.004,0.915,8.443,1
49.052,4.385,72.526,0.213,7.167,8.807,259.968,0.038,4.953,2
1.516,4.123,35.296,1.122,9.495,2.588,159.164,0.544,8.693,1
39.334,1.901,79.282,1.049,6.554,8.846,109.777,0.438,14.345,1
24.519,1.216,88.599,1.962,2.915,1.172,183.115,0.238,13.483,1
40.603,1.15,33.831,0.383,6.361,2.131,275.509,0.554,5.919,1
6.312,3.653,45.536,2.507,4.253,5.738,231.518,0.568,2.36,2
16.3,1.282,55.268,1.809,1.671,5.442,228.523,0.439,13.931,1
11.179,0.069,31.641,2.952,2.347,5.537,80.549,0.843,14.663,1
11.796,3.132,63.086,3.702,9.703,8.242,175.856,0.145,12.646,1
25.29,2.827,47.343,2.749,9.277,3.229,491.998,0.007,14.282,1
43.588,0.503,72.221,2.381,8.816,6.454,137.396,0.014,11.264,1
20.878,1.513,66.495,0.399,1.94,6.467,143.796,0.265,7.398,1
45.951,1.988,67.69,3.758,2.391,8.666,409.635,0.011,14.736,1
7.146,2.979,72.929,2.659,8.106,0.633,332.103,0.395,0.115,2
44.231,0.077,72.474,0.887,3.029,2.516,145.021,0.247,4.626,1
35.281,3.7,42.847,0.16,4.503,7.118,432.068,0.777,0.528,0
39.763,0.398,35.052,0.329,7.742,2.614,420.012,0.521,1.135,0
49.77,0.11,43.933,2.314,4.924,2.876,374.767,0.831,11.061,1
14.033,1.682,82.898,3.753,9.881,9.778,498.492,0.885,12.233,1
30.696,0.994,31.63,0.555,8.226,3.64,401.635,0.217,12.027,1
47.216,2.246,83.414,4.256,2.857,7.452,270.162,0.939,10.563,1
16.361,4.406,43.947,2.531,7.841,7.372,402.957,0.263,3.332,2
27.233,1.29,71.534,4.637,8.819,5.842,452.496,0.318,8.991,1
48.584,4.417,39.347,2.557,2.158,7.289,64.24,0.663,3.644,1
3.791,0.423,40.311,0.533,5.975,4.421,428.637,0.222,6.617,1
25.651,0.16,84.775,2.906,8.218,2.102,301.789,0.036,13.59,1
11.939,4.58,80.25,3.017,6.08,5.783,407.885,0.574,5.376,1
16.537,1.644,35.763,3.306,2.352,6.082,490.044,0.29,6.764,1
27.053,1.595,88.206,3.967,4.457,1.098,179.36,0.093,6.081,1
26.134,0.033,47.709,0.878,4.163,8.114,299.067,0.503,9.135,1
19.864,4.252,37.664,1.369,4.157,7.784,496.242,0.043,8.474,1
5.613,3.306,38.592,1.835,5.217,2.078,450.758,0.623,6.722,1
14.682,0.315,84.359,3.728,2.707,9.014,325.573,0.666,0.856,2
16.675,4.547,41.485,3.878,5.728,2.22,275.257,0.806,1.095,2
41.757,2.047,42.144,3.485,7.044,6.326,69.412,0.974,8.281,1
42.605,0.193,50.678,4.812,5.053,5.85,283.293,0.149,12.333,1
11.444,2.989,61.601,3.219,5.752,9.804,327.345,0.451,0.12,2
26.762,0.82,81.626,2.038,7.829,5.959,193.433,0.34,11.607,1
19.965,2.268,42.02,3.66,8.03,5.466,331.855,0.728,11.204,1
17.582,4.849,74.743,1.778,4.782,9.038,225.02,0.754,7.313,1
37.866,0.314,70.942,2.568,1.517,2.191,183.282,0.361,9.178,1
28.37,1.72,55.947,3.446,8.002,8.06,374.734,0.676,9.588,1
44.801,3.588,76.393,0.304,8.735,5.275,252.276,0.266,2.71,2
9.918,0.191,52.44,1.587,6.848,2.681,300.408,0.647,11.624,1
14.47,4.368,74.846,0.631,2.398,5.331,340.487,0.717,14.95,1
35.196,3.833,34.439,3.843,5.697,4.442,314.086,0.251,9.032,1
48.565,2.868,59.092,0.176,3.595,7.574,361.304,0.527,8.734,1
48.857,0.309,72.82,3.015,6.546,6.501,260.564,0.374,6.926,1
43.05,2.332,50.904,0.83,5.854,8.062,77.788,0.181,3.119,1
15.94,2.541,60.651,3.164,5.706,7.526,467.894,0.461,5.41,1
29.321,4.623,84.235,2.515,4.85,8.616,441.131,0.008,2.611,2
12.105,1.042,38.677,4.711,2.243,4.137,439.245,0.098,7.328,1
15.015,3.68,71.822,4.271,6.597,4.011,431.818,0.315,3.739,2
37.143,4.45,31.117,0.75,8.62,0.647,397.112,0.922,13.208,1
40.294,2.433,66.898,1.098,7.989,3.715,243.746,0.538,8.753,1
38.671,0.628,82.712,4.084,7.958,0.14,448.001,0.379,13.97,1
8.912,1.537,64.69,2.002,8.354,3.345,372.091,0.972,10.525,1
24.643,1.489,58.695,4.43,5.001,5.17,159.863,0.822,6.322,1
28.704,0.049,41.743,1.735,7.482,0.757,272.314,0.644,4.365,2
29.485,3.392,46.125,2.48,9.069,0.373,99.442,0.332,13.052,1
15.452,3.059,87.841,3.422,9.431,5.094,417.269,0.866,13.434,1
45.876,3.278,43.346,2.754,3.781,7.646,458.704,0.09,2.424,2
39.275,0.804,40.102,0.444,9.445,1.114,146.004,0.988,4.556,1
21.904,2.873,58.417,3.697,7.639,5.473,284.943,0.652,10.472,1
47.957,4.036,48.799,3.363,8.204,3.119,271.636,0.076,13.517,1
37.798,0.786,60.248,0.924,2.531,4.608,106.443,0.245,11.986,1
33.052,0.912,59.831,0.979,5.851,2.108,109.967,0.964,8.323,1
41.574,1.873,82.785,0.942,6.238,0.026,459.823,0.971,5.509,1
15.791,3.171,82.548,2.569,6.548,8.784,481.869,0.012,11.83,1
1.245,3.771,41.357,4.17,8.157,7.472,373.531,0.878,12.083,1
25.047,2.051,48.081,0.983,5.815,7.528,109.691,0.149,12.12,1
43.093,1.332,48.593,3.087,5.067,7.894,498.744,0.137,3.682,2
13.029,3.254,72.36,0.227,5.453,1.622,203.152,0.149,1.326,2
14.483,4.433,80.029,2.979,1.548,9.785,61.315,0.068,4.731,1
7.249,3.639,72.859,2.893,7.77,5.758,55.957,0.266,0.924,1
16.672,4.164,43.605,0.584,6.642,0.097,187.654,0.68,6.891,1
14.194,2.474,59.616,2.473,2.317,3.117,92.452,0.624,2.411,1
30.354,4.049,62.599,4.451,4.604,2.687,145.225,0.091,3.934,1
16.903,4.913,61.724,3.648,8.498,3.716,340.395,0.669,14.703,1
2.129,4.258,78.348,0.855,7.498,9.553,87.268,0.168,13.673,1
8.167,1.051,47.624,3.108,1.81,5.749,366.142,0.884,2.221,2
19.488,3.901,31.421,1.161,6.016,6.855,364.348,0.124,13.431,1
38.223,4.932,85.824,4.423,8.433,7.924,411.696,0.363,3.303,2
33.774,3.008,41.556,1.606,9.99,4.367,311.162,0.551,2.886,2
47.428,2.996,35.49,4.97,6.668,1.302,61.389,0.943,14.938,1
10.463,4.586,51.788,0.356,4.571,0.497,211.241,0.638,12.198,1
33.133,3.072,70.262,1.836,6.232,1.696,64.991,0.128,13.779,1
40.198,3.033,80.101,2.054,7.9,3.768,469.809,0.468,4.312,2
16.107,4.275,71.574,1.512,2.483,7.769,267.152,0.521,11.645,1
12.128,2.949,74.377,1.558,3.828,1.226,60.921,0.23,4.2,1
48.326,3.165,70.601,4.642,1.934,5.503,211.237,0.621,10.83,1
13.948,2.278,69.78,4.507,2.126,8.492,265.933,0.721,3.402,2
2.384,3.748,80.984,3.112,9.792,8.211,188.093,0.713,11.168,1
27.244,1.738,41.314,2.272,7.522,0.39,455.45,0.605,6.911,1
13.993,3.258,34.043,2.615,6.234,5.027,228.69,0.318,11.899,1
2.249,0.681,67.332,0.871,7.607,1.672,484.086,0.831,11.621,1
26.589,4.605,72.981,4.682,6.89,8.527,115.506,0.826,14.228,1
18.497,1.756,31.414,1.423,5.809,7.684,427.237,0.234,3.271,2
48.038,1.092,70.441,4.843,9.261,8.522,452.743,0.112,8.169,1
35.986,4.021,53.027,1.089,6.738,1.72,141.5,0.357,9.915,1
15.74,4.708,70.827,0.875,3.977,5.231,177.649,0.334,12.918,1
12.729,4.286,64.533,2.642,4.393,0.906,467.135,0.152,1.893,0
45.165,1.219,51.13,3.219,3.012,3.432,221.41,0.888,1.712,2
38.503,2.264,86.323,3.724,9.854,4.114,339.129,0.158,2.81,2
39.683,2.393,37.124,3.668,6.434,7.534,327.093,0.945,0.174,2
49.699,0.67,43.712,3.72,3.863,5.095,303.825,0.1,7.88,1
33.017,4.382,41.971,3.706,3.077,2.124,137.114,0.947,0.588,1
32.494,3.713,36.416,3.073,8.681,4.396,56.544,0.184,10.069,1
15.893,4.32,44.041,2.705,2.755,1.608,248.885,0.685,2.198,2
38.907,4.882,68.785,0.37,1.965,7.516,254.245,0.643,7.679,1
10.668,3.779,45.627,0.915,2.206,7.872,245.378,0.803,12.847,1
44.456,1.756,54.166,3.756,7.261,1.235,68.147,0.475,0.598,1
28.369,3.976,81.514,1.863,7.584,9.23,270.999,0.263,8.78,1
27.787,0.873,72.703,2.595,7.55,5.243,266.998,0.999,13.277,1
24.859,2.68,89.532,3.393,6.29,7.927,192.553,0.875,6.057,1
36.144,4.281,36.589,4.279,3.996,5.19,454.62,0.001,14.715,1
38.719,3.563,43.145,3.805,8.513,6.326,206.417,0.89,10.805,1
49.436,0.685,73.963,4.12,1.735,6.39,378.195,0.772,13.183,1
37.548,4.999,46.482,1.241,7.487,9.999,255.607,0.842,2.225,2
1.69,0.225,43.409,2.842,9.842,0.913,201.759,0.869,0.209,2
46.348,2.357,69.254,0.202,4.773,9.489,472.447,0.278,6.924,1
36.72,3.938,41.992,1.813,7.348,3.907,262.918,0.627,11.126,1
2.245,2.896,32.969,1.469,8.065,9.451,481.921,0.866,9.276,1
18.655,0.831,42.783,2.538,9.335,0.262,490.533,0.428,1.331,0
34.827,0.235,36.424,3.74,2.686,6.215,391.618,0.557,6.773,1
33.79,1.426,39.025,1.399,9.347,2.748,406.85,0.988,3.127,2
9.117,3.831,69.797,2.902,9.411,4.647,119.8,0.767,14.055,1
11.955,0.046,36.827,4.136,4.921,3.079,248.991,0.358,11.039,1
41.803,2.246,55.689,4.728,4.696,0.468,128.112,0.99,13.745,1
14.739,4.966,81.43,2.867,9.268,4.178,470.816,0.084,8.518,1
16.293,3.322,34.768,4.476,4.241,8.441,116.552,0.394,5.785,1
20.097,4.141,55.4,1.795,6.614,2.807,184.729,0.408,7.882,1
17.051,0.551,89.689,2.252,2.269,0.135,406.946,0.88,14.134,1
25.488,2.209,79.732,0.412,5.074,7.774,362.589,0.894,4.808,2
42.585,2.663,37.175,0.56,5.156,8.5,409.308,0.2,4.341,2
9.578,4.29,31.012,1.51,6.436,4.064,298.228,0.974,11.632,1
4.186,4.249,48.215,4.086,3.302,6.327,262.918,0.013,12.603,1
5.104,2.821,83.108,0.663,9.645,8.653,77.934,0.718,3.096,1
17.195,2.606,33.291,0.866,5.556,3.228,57.074,0.593,4.468,1
48.153,2.624,45.003,4.854,5.778,4.099,112.724,0.141,5.234,1
35.131,0.326,82.441,1.568,9.055,1.195,182.203,0.018,12.763,1
23.843,1.71,59.896,4.682,6.316,8.906,140.267,0.282,3.826,1
32.203,3.554,37.072,4.678,2.784,9.357,68.872,0.175,4.506,1
6.997,1.562,59.443,0.393,7.882,4.515,434.484,0.783,4.516,2
34.215,3.457,43.219,2.167,4.625,0.537,327.952,0.212,2.244,2
18.549,3.364,35.19,3.807,3.485,9.461,402.019,0.12,7.236,1
27.445,1.191,76.455,1.748,4.226,4.541,349.084,0.585,7.104,1
18.256,3.346,64.905,1.844,7.093,0.906,74.458,0.342,14.205,1
24.93,4.775,89.351,0.365,5.257,4.84,157.975,0.326,0.862,1
9.31,0.101,52.886,2.861,9.481,8.845,360.931,0.9,4.581,2
41.551,2.447,59.817,2.127,6.851,0.317,335.064,0.53,9.322,1
35.931,0.132,38.8,2.319,9.492,9.129,450.709,0.817,4.344,2
19.939,3.36,79.769,3.828,7.09,6.99,452.24,0.799,10.674,1
7.593,3.436,42.396,3.474,6.712,3.654,358.409,0.042,6.021,1
48.866,4.965,45.383,4.723,8.814,3.524,223.132,0.859,14.675,1
8.393,2.449,84.06,0.324,8.249,8.51,113.203,0.802,11.389,1
42.485,2.701,73.128,1.653,9.379,5.367,297.651,0.274,10.348,1
30.613,2.505,53.983,0.245,1.642,9.734,328.182,0.145,6.862,1
16.629,3.072,33.978,1.408,7.815,5.049,213.24,0.678,6.551,1
4.326,1.832,56.796,1.994,7.21,8.917,352.344,0.519,10.845,1
34.86,1.935,76.8,2.746,4.142,7.508,485.597,0.219,7.659,1
12.305,0.736,88.018,1.933,5.949,2.629,170.934,0.268,7.593,1
39.686,3.802,30.6,3.22,4.579,3.408,131.786,0.869,14.266,1
5.872,2.929,41.328,2.2,1.581,4.391,238.521,0.695,0.559,2
39.167,1.552,60.433,3.579,8.666,8.636,130.42,0.369,4.493,1
47.292,1.957,54.247,1.324,3.083,3.002,154.174,0.804,8.702,1
40.23,2.605,86.315,2.881,4.819,6.43,174.47,0.418,8.015,1
6.589,4.834,58.759,1.136,7.258,0.089,274.451,0.545,8.017,1
15.027,4.902,82.967,3.307,6.068,6.126,222.204,0.267,2.313,2
