Date,Timestamp,Machine_ID,Operation_Mode,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status
06-02-2025,19:06:00,46,Active,56.650,1.522,7.051,35.091,2.346,9.122,478.217,0.086,6.575,Low
06-02-2025,19:07:00,49,Maintenance,71.009,0.673,8.315,37.691,1.763,1.566,480.846,0.649,13.212,Low
06-02-2025,19:08:00,13,Active,84.138,4.941,6.276,9.596,0.400,3.443,178.953,0.653,0.934,Low
06-02-2025,19:09:00,40,Active,34.294,0.137,1.544,23.745,4.897,7.871,122.696,0.135,6.198,Low
06-02-2025,19:10:00,46,Active,57.521,2.607,6.787,1.932,0.116,5.369,180.181,0.780,11.899,Low
06-02-2025,19:11:00,43,Active,89.407,1.546,5.512,11.566,4.576,2.759,104.870,0.885,2.039,Low
06-02-2025,19:12:00,9,Active,76.329,1.534,1.975,28.251,1.202,6.311,217.031,0.746,13.914,Low
06-02-2025,19:13:00,40,Idle,49.300,3.656,2.867,4.565,4.579,2.602,52.987,0.573,7.413,Low
06-02-2025,19:14:00,46,Active,52.457,0.475,5.689,40.131,1.840,9.408,113.100,0.670,3.613,Low
06-02-2025,19:15:00,47,Active,81.605,4.877,9.384,32.361,0.779,1.509,165.865,0.282,0.659,Low
06-02-2025,19:16:00,33,Maintenance,79.959,4.832,8.571,29.022,2.377,6.187,196.251,0.151,3.940,Low
06-02-2025,19:17:00,12,Active,88.550,1.983,7.159,8.984,1.242,8.530,126.048,0.735,5.437,Low
06-02-2025,19:18:00,37,Active,58.870,3.258,4.650,7.058,0.957,6.987,430.849,0.550,12.945,Low
06-02-2025,19:19:00,25,Maintenance,79.727,4.538,3.515,27.274,2.229,9.844,395.667,0.358,6.728,Low
06-02-2025,19:20:00,46,Active,84.858,4.888,3.966,6.217,3.691,0.568,224.296,0.928,13.143,Low
06-02-2025,19:21:00,25,Active,87.941,1.342,8.553,6.540,0.754,3.624,281.819,0.367,8.972,Low
06-02-2025,19:22:00,16,Active,32.907,0.318,4.365,19.607,3.182,4.551,370.710,0.334,9.999,Low
06-02-2025,19:23:00,16,Maintenance,47.432,2.440,9.795,43.772,4.466,5.364,212.990,0.888,6.830,Low
06-02-2025,19:24:00,39,Maintenance,72.066,0.160,7.196,8.307,0.514,2.913,437.711,0.228,14.315,Low
06-02-2025,19:25:00,35,Active,80.978,1.239,1.587,3.561,4.709,1.539,253.938,0.976,8.152,Low
06-02-2025,19:26:00,23,Active,67.812,1.309,7.785,22.390,1.422,6.744,229.155,0.973,13.299,Low
06-02-2025,19:27:00,8,Active,34.999,3.787,3.370,40.738,3.003,7.919,179.074,0.036,0.626,Low
06-02-2025,19:28:00,46,Maintenance,85.291,4.210,2.377,13.252,1.220,5.758,61.288,0.525,11.397,Low
06-02-2025,19:29:00,3,Idle,50.505,0.412,5.743,35.174,1.648,6.267,195.094,0.395,4.608,Low
06-02-2025,19:30:00,24,Active,66.210,3.830,2.993,19.372,2.212,0.424,307.646,0.022,13.312,Low
06-02-2025,19:31:00,43,Active,75.154,2.454,7.048,40.411,0.385,7.592,122.747,0.084,11.918,Low
06-02-2025,19:32:00,22,Active,75.194,0.852,9.504,47.198,2.653,0.292,358.642,0.685,14.842,Low
06-02-2025,19:33:00,14,Active,32.484,4.304,1.744,17.095,3.372,7.364,456.366,0.080,12.218,Low
06-02-2025,19:34:00,22,Active,66.513,1.370,8.602,2.061,2.200,4.232,305.398,0.106,9.590,Low
06-02-2025,19:35:00,34,Maintenance,56.805,0.270,4.671,3.939,2.919,2.309,145.605,0.231,14.143,Low
06-02-2025,19:36:00,36,Active,36.813,2.782,9.685,18.765,3.046,2.235,241.712,0.295,8.941,Low
06-02-2025,19:37:00,31,Active,70.472,2.552,2.568,33.848,1.150,2.631,417.208,0.623,11.942,Low
06-02-2025,19:38:00,21,Active,71.010,2.040,4.511,9.568,1.886,4.989,343.711,0.859,9.021,Low
06-02-2025,19:39:00,5,Active,76.923,3.992,8.900,11.814,3.551,1.191,172.280,0.782,6.423,Low
06-02-2025,19:40:00,19,Active,79.666,4.946,3.985,42.754,0.988,5.195,411.229,0.424,6.755,Low
06-02-2025,19:41:00,42,Active,37.666,0.451,8.998,11.110,1.640,6.387,107.950,0.596,14.994,Low
06-02-2025,19:42:00,21,Active,32.238,4.684,6.114,14.995,0.863,2.044,102.183,0.430,5.860,Low
06-02-2025,19:43:00,2,Active,47.654,3.721,6.854,9.575,2.912,2.372,236.917,0.978,12.933,Low
06-02-2025,19:44:00,3,Active,63.821,3.834,6.198,15.757,2.532,3.634,163.751,0.825,13.274,Low
06-02-2025,19:45:00,47,Active,32.208,2.375,4.726,8.683,0.921,2.697,380.775,0.466,6.487,Low
06-02-2025,19:46:00,30,Idle,72.961,2.893,4.291,24.116,0.914,1.459,460.189,0.644,1.903,High
06-02-2025,19:47:00,34,Active,71.401,1.763,6.607,38.306,0.336,9.670,58.391,0.365,6.570,Low
06-02-2025,19:48:00,25,Idle,40.205,2.575,2.249,30.665,0.584,5.223,458.364,0.483,7.642,Low
06-02-2025,19:49:00,35,Active,37.603,3.159,8.516,36.863,0.404,2.504,50.742,0.871,13.621,Low
06-02-2025,19:50:00,29,Maintenance,37.622,4.888,8.285,10.696,1.437,9.248,366.235,0.468,3.998,Medium
06-02-2025,19:51:00,12,Idle,84.595,3.372,5.798,26.085,0.613,8.424,335.102,0.098,11.587,Low
06-02-2025,19:52:00,23,Active,73.461,4.388,9.110,10.417,2.784,8.665,436.027,0.132,7.451,Low
06-02-2025,19:53:00,28,Active,44.220,3.866,5.343,48.326,1.649,4.693,100.678,0.716,8.938,Low
06-02-2025,19:54:00,46,Active,41.248,4.316,6.492,39.915,2.294,5.137,226.244,0.131,1.265,Medium
06-02-2025,19:55:00,17,Maintenance,51.761,0.594,2.579,46.624,0.321,2.258,333.761,0.724,0.363,Medium
06-02-2025,19:56:00,16,Active,88.316,4.750,6.162,15.382,1.937,1.930,266.219,0.639,3.761,Medium
06-02-2025,19:57:00,49,Active,33.212,3.301,7.445,9.519,4.141,0.759,131.428,0.246,13.956,Low
06-02-2025,19:58:00,9,Idle,49.997,1.930,4.736,39.557,3.052,5.598,311.669,0.225,11.468,Low
06-02-2025,19:59:00,3,Maintenance,80.614,4.259,7.593,40.430,1.016,5.118,374.611,0.846,7.049,Low
06-02-2025,20:00:00,22,Active,80.845,1.125,7.670,39.024,3.485,5.031,149.626,0.537,11.213,Low
06-02-2025,20:01:00,31,Idle,64.575,2.930,7.247,11.119,1.527,5.513,476.447,0.056,3.975,Medium
06-02-2025,20:02:00,14,Active,66.828,2.665,7.616,7.030,1.965,4.663,302.619,0.701,3.092,Medium
06-02-2025,20:03:00,3,Active,74.652,2.866,9.368,45.240,4.766,7.251,310.679,0.110,8.413,Low
06-02-2025,20:04:00,38,Active,82.324,1.117,3.921,25.706,4.408,2.936,401.804,0.493,13.783,Low
06-02-2025,20:05:00,23,Active,32.639,1.465,4.431,32.560,2.927,5.678,473.661,0.634,5.499,Low
06-02-2025,20:06:00,21,Idle,78.905,0.377,6.498,23.851,3.185,9.162,414.863,0.779,13.267,Low
06-02-2025,20:07:00,24,Maintenance,50.508,0.525,7.908,31.762,2.285,4.874,420.487,0.309,7.599,Low
06-02-2025,20:08:00,32,Active,52.722,3.112,9.972,23.934,2.156,8.405,491.900,0.595,2.136,Medium
06-02-2025,20:09:00,45,Idle,77.117,2.717,5.084,27.400,2.265,5.880,51.644,0.429,1.216,Low
06-02-2025,20:10:00,5,Idle,47.379,3.077,7.949,42.037,2.667,6.101,117.807,0.647,3.912,Low
06-02-2025,20:11:00,33,Active,73.795,3.015,5.566,37.482,1.224,8.993,400.041,0.512,10.553,Low
06-02-2025,20:12:00,44,Active,73.274,4.630,1.614,24.593,0.542,5.718,286.625,0.597,5.444,Low
06-02-2025,20:13:00,47,Idle,86.340,2.013,9.688,44.592,1.742,6.917,126.004,0.190,11.082,Low
06-02-2025,20:14:00,19,Idle,70.340,2.153,9.943,1.532,3.508,8.290,70.981,0.142,6.547,Low
06-02-2025,20:15:00,34,Active,54.711,3.841,8.294,18.547,2.189,0.959,198.212,0.804,12.742,Low
06-02-2025,20:16:00,3,Active,31.579,4.067,6.792,20.394,2.666,1.983,101.761,0.976,4.836,Low
06-02-2025,20:17:00,39,Idle,63.787,0.388,5.789,36.099,2.345,3.811,474.363,0.105,8.448,Low
06-02-2025,20:18:00,28,Idle,42.322,4.689,4.960,16.958,0.200,0.014,56.421,0.070,11.806,Low
06-02-2025,20:19:00,11,Active,33.350,3.103,6.042,46.901,1.636,5.500,167.151,0.639,1.107,Low
06-02-2025,20:20:00,10,Active,46.875,2.194,2.841,37.658,0.469,3.776,291.566,0.055,13.673,Low
06-02-2025,20:21:00,40,Active,31.189,1.554,8.927,3.404,2.270,3.294,341.282,0.300,4.642,Medium
06-02-2025,20:22:00,2,Active,45.353,4.526,3.946,5.390,2.312,0.548,74.171,0.141,3.860,Low
06-02-2025,20:23:00,46,Active,84.396,4.038,1.877,34.454,2.184,0.745,403.172,0.290,10.744,Low
06-02-2025,20:24:00,45,Active,38.208,4.882,7.598,11.402,4.382,9.258,493.387,0.617,1.066,High
06-02-2025,20:25:00,39,Idle,74.211,0.462,5.410,7.747,3.428,2.555,223.210,0.549,1.290,Medium
06-02-2025,20:26:00,27,Idle,53.010,1.817,9.621,43.501,0.534,4.144,210.698,0.200,7.899,Low
06-02-2025,20:27:00,9,Active,38.003,1.005,5.699,47.145,1.414,0.807,271.585,0.789,10.050,Low
06-02-2025,20:28:00,39,Active,52.681,4.931,3.162,41.071,4.138,0.492,358.706,0.858,7.021,Low
06-02-2025,20:29:00,1,Active,48.933,1.526,6.814,24.257,3.485,0.938,274.641,0.417,6.294,Low
06-02-2025,20:30:00,33,Active,35.588,1.759,2.947,35.176,2.021,8.502,486.285,0.687,9.060,Low
06-02-2025,20:31:00,38,Active,72.509,2.028,6.404,33.383,0.744,7.392,108.106,0.633,12.788,Low
06-02-2025,20:32:00,33,Idle,50.644,4.529,7.009,14.308,4.126,5.203,261.278,0.028,13.827,Low
06-02-2025,20:33:00,48,Active,49.080,1.898,8.050,28.272,2.243,2.483,252.879,0.525,3.204,Medium
06-02-2025,20:34:00,3,Active,46.671,4.766,3.695,47.224,3.905,6.013,495.588,0.980,13.708,Low
06-02-2025,20:35:00,32,Idle,38.998,4.096,9.868,16.035,2.806,8.218,486.250,0.733,11.533,Low
06-02-2025,20:36:00,13,Active,70.413,1.647,3.791,33.462,2.256,9.134,204.905,0.764,13.964,Low
06-02-2025,20:37:00,21,Maintenance,44.548,2.935,5.458,25.621,2.924,4.820,169.045,0.686,1.661,Low
06-02-2025,20:38:00,4,Active,33.259,4.047,5.955,14.697,0.955,6.713,418.384,0.662,7.932,Low
06-02-2025,20:39:00,17,Active,43.685,2.793,1.708,3.110,3.557,9.564,275.350,0.644,5.603,Low
06-02-2025,20:40:00,42,Active,68.542,4.161,8.346,48.354,4.131,2.120,160.250,0.622,5.874,Low
06-02-2025,20:41:00,4,Idle,73.505,1.059,3.336,47.210,4.582,3.320,199.126,0.583,3.602,Low
06-02-2025,20:42:00,20,Active,66.302,1.027,3.858,21.098,3.945,1.506,235.674,0.699,4.776,Medium
06-02-2025,20:43:00,12,Active,39.368,2.546,9.251,21.397,2.653,2.434,491.195,0.461,13.649,Low
06-02-2025,20:44:00,26,Idle,79.143,2.964,7.226,30.401,4.712,4.448,65.375,0.662,4.936,Low
06-02-2025,20:45:00,45,Active,77.933,2.987,9.812,13.310,1.953,7.110,249.284,0.810,3.039,Medium
06-02-2025,20:46:00,36,Active,54.836,2.554,1.755,8.380,4.782,3.528,290.536,0.815,13.510,Low
06-02-2025,20:47:00,16,Active,64.604,2.881,7.669,41.005,4.409,6.877,324.572,0.400,3.713,Medium
06-02-2025,20:48:00,7,Active,83.256,0.629,6.164,31.085,3.836,8.317,157.279,0.444,1.473,Low
06-02-2025,20:49:00,33,Active,56.982,1.496,8.644,13.747,3.423,6.206,434.757,0.562,8.101,Low
06-02-2025,20:50:00,48,Active,57.471,1.707,7.645,26.444,1.836,1.056,262.350,0.538,8.262,Low
06-02-2025,20:51:00,2,Active,60.294,4.190,2.967,41.435,3.877,1.986,463.997,0.316,12.831,Low
06-02-2025,20:52:00,33,Active,71.391,1.055,5.277,42.948,0.501,3.313,153.518,0.246,1.922,Low
06-02-2025,20:53:00,14,Idle,44.362,0.144,2.020,10.748,1.308,8.219,201.970,0.112,1.681,Medium
06-02-2025,20:54:00,20,Idle,41.860,4.476,7.922,45.743,4.133,5.160,102.191,0.599,12.537,Low
06-02-2025,20:55:00,37,Maintenance,42.664,0.176,3.710,20.770,1.839,5.891,218.685,0.212,0.341,Medium
06-02-2025,20:56:00,27,Active,76.811,1.357,3.013,34.436,0.171,0.012,387.311,0.249,0.569,Medium
06-02-2025,20:57:00,47,Active,62.379,1.897,2.261,24.096,3.644,5.766,156.502,0.160,0.082,Low
06-02-2025,20:58:00,42,Active,72.621,0.144,3.034,28.489,3.872,8.126,465.801,0.870,10.402,Low
06-02-2025,20:59:00,21,Active,44.462,4.203,7.287,21.476,0.128,6.136,403.408,0.059,7.836,Low
06-02-2025,21:00:00,2,Active,73.740,1.640,1.943,45.200,4.676,9.820,193.310,0.191,6.283,Low
06-02-2025,21:01:00,43,Idle,40.519,2.944,9.038,30.557,0.607,5.039,131.156,0.142,1.084,Low
06-02-2025,21:02:00,16,Active,62.806,0.882,8.221,14.077,3.521,4.842,390.911,0.326,1.320,Medium
06-02-2025,21:03:00,19,Maintenance,83.328,2.631,2.876,22.903,1.065,7.163,176.353,0.072,10.348,Low
06-02-2025,21:04:00,4,Active,87.941,2.286,4.334,26.355,4.815,8.577,330.997,0.382,10.983,Low
06-02-2025,21:05:00,10,Active,37.304,0.284,5.461,14.847,2.578,1.883,198.922,0.250,7.370,Low
06-02-2025,21:06:00,22,Idle,73.606,2.684,5.910,14.309,3.080,7.857,251.195,0.922,11.179,Low
06-02-2025,21:07:00,12,Active,50.478,3.771,9.997,38.805,0.152,6.764,188.873,0.513,12.879,Low
06-02-2025,21:08:00,2,Active,79.045,2.946,5.156,35.445,4.014,7.876,173.806,0.162,13.454,Low
06-02-2025,21:09:00,2,Idle,46.280,4.693,8.228,26.584,3.686,3.756,382.812,0.288,12.231,Low
06-02-2025,21:10:00,41,Idle,38.215,0.561,6.040,14.646,1.601,6.314,384.186,0.702,12.933,Low
06-02-2025,21:11:00,44,Idle,63.400,3.875,3.893,38.750,2.500,8.934,412.325,0.553,11.992,Low
06-02-2025,21:12:00,34,Active,55.775,3.420,7.962,4.415,3.914,9.404,350.375,0.846,8.794,Low
06-02-2025,21:13:00,18,Active,48.017,1.236,8.815,27.090,0.452,8.558,135.388,0.213,7.880,Low
06-02-2025,21:14:00,16,Idle,38.287,0.751,6.730,22.203,1.536,3.884,198.154,0.607,6.835,Low
06-02-2025,21:15:00,19,Idle,73.349,3.868,7.518,17.851,0.838,0.445,176.941,0.268,6.567,Low
06-02-2025,21:16:00,47,Active,60.905,2.999,2.717,42.126,2.853,5.237,270.702,0.665,14.363,Low
06-02-2025,21:17:00,25,Active,68.878,4.640,2.154,43.301,3.188,4.140,205.092,0.686,2.999,Medium
06-02-2025,21:18:00,30,Active,48.999,4.979,6.349,1.289,1.425,4.342,145.070,0.019,6.744,Low
06-02-2025,21:19:00,48,Active,89.832,0.162,2.118,31.439,2.727,8.193,338.153,0.899,12.073,Low
06-02-2025,21:20:00,6,Idle,68.142,4.019,3.114,43.398,4.491,5.445,495.854,0.993,7.714,Low
06-02-2025,21:21:00,27,Idle,70.583,3.283,9.151,46.317,0.737,9.413,60.207,0.949,3.564,Low
06-02-2025,21:22:00,15,Active,58.426,3.643,5.916,26.414,1.817,7.404,329.648,0.800,3.969,Medium
06-02-2025,21:23:00,31,Active,88.986,2.794,8.596,13.082,2.919,9.071,341.986,0.888,11.099,Low
06-02-2025,21:24:00,44,Active,36.744,3.340,1.601,43.679,3.496,9.251,313.531,0.398,2.092,Medium
06-02-2025,21:25:00,22,Active,80.276,2.826,5.289,4.572,0.604,1.768,85.917,0.003,3.758,Low
06-02-2025,21:26:00,12,Active,83.826,3.844,4.217,26.801,2.932,3.439,59.474,0.413,10.911,Low
06-02-2025,21:27:00,10,Maintenance,67.551,0.265,9.329,9.196,3.397,0.008,462.034,0.734,4.267,Medium
06-02-2025,21:28:00,21,Active,78.536,4.470,9.253,39.332,2.280,2.102,107.401,0.443,11.117,Low
06-02-2025,21:29:00,47,Active,65.270,4.493,4.359,43.091,0.922,0.118,113.877,0.875,0.202,Low
06-02-2025,21:30:00,31,Active,38.434,1.828,8.032,1.292,4.518,0.554,234.758,0.794,8.573,Low
06-02-2025,21:31:00,36,Maintenance,71.979,1.341,6.458,22.680,4.500,9.734,318.066,0.794,1.031,Medium
06-02-2025,21:32:00,10,Maintenance,44.947,0.689,2.938,45.540,1.554,3.298,481.262,0.096,7.196,Low
06-02-2025,21:33:00,19,Idle,77.579,2.529,8.931,30.947,4.394,4.751,214.669,0.523,1.832,Medium
06-02-2025,21:34:00,23,Active,56.959,3.325,3.199,33.796,0.791,3.230,230.404,0.969,14.111,Low
06-02-2025,21:35:00,46,Active,77.794,2.949,4.701,19.653,2.439,8.001,217.151,0.380,0.662,Medium
06-02-2025,21:36:00,10,Idle,41.476,0.825,7.514,44.784,1.967,0.649,157.088,0.077,4.430,Low
06-02-2025,21:37:00,49,Maintenance,80.832,1.938,3.379,10.989,2.948,0.065,342.794,0.138,7.111,Low
06-02-2025,21:38:00,27,Idle,64.893,4.018,3.294,34.240,4.960,7.476,56.975,0.749,5.891,Low
06-02-2025,21:39:00,43,Idle,65.676,0.358,9.581,12.280,1.403,8.292,118.989,0.803,9.973,Low
06-02-2025,21:40:00,50,Active,63.518,0.919,6.418,43.751,3.836,0.789,253.495,0.443,4.898,Medium
06-02-2025,21:41:00,2,Active,45.329,3.253,7.095,12.667,3.249,1.891,330.379,0.268,3.644,Medium
06-02-2025,21:42:00,11,Idle,78.616,0.147,5.035,3.262,4.749,0.981,52.625,0.770,1.914,Low
06-02-2025,21:43:00,8,Maintenance,39.009,1.829,9.071,27.851,3.545,3.021,361.852,0.347,9.494,Low
06-02-2025,21:44:00,19,Idle,32.875,4.792,7.319,31.361,2.531,9.996,65.103,0.055,14.485,Low
06-02-2025,21:45:00,16,Active,65.688,1.944,6.139,34.168,1.440,3.032,221.509,0.177,8.482,Low
06-02-2025,21:46:00,4,Active,37.611,4.483,6.676,39.337,0.487,1.517,472.378,0.513,7.551,Low
06-02-2025,21:47:00,14,Active,86.182,2.157,9.799,15.962,2.966,0.926,432.272,0.476,4.577,Medium
06-02-2025,21:48:00,22,Active,69.834,2.895,6.473,39.669,3.321,2.043,390.090,0.169,14.655,Low
06-02-2025,21:49:00,17,Idle,55.654,2.654,2.380,30.838,4.510,8.896,376.540,0.022,6.756,Low
06-02-2025,21:50:00,43,Active,78.103,2.288,4.408,28.628,2.515,2.618,156.971,0.340,3.260,Low
06-02-2025,21:51:00,26,Idle,36.829,3.916,9.352,11.870,1.002,7.874,299.053,0.599,5.104,Low
06-02-2025,21:52:00,35,Active,37.937,3.438,4.172,13.358,1.517,1.319,465.165,0.068,11.849,Low
06-02-2025,21:53:00,36,Active,54.408,2.483,7.318,23.584,0.417,2.537,161.263,0.953,11.099,Low
06-02-2025,21:54:00,45,Active,55.807,3.707,9.420,27.603,4.233,9.374,354.141,0.398,0.480,Medium
06-02-2025,21:55:00,49,Idle,37.820,4.641,4.478,47.844,1.880,6.871,237.355,0.344,0.803,Medium
06-02-2025,21:56:00,30,Active,48.551,0.879,9.105,6.257,0.731,9.542,231.683,0.500,7.793,Low
06-02-2025,21:57:00,21,Active,80.391,2.129,5.234,37.749,0.508,2.531,459.776,0.785,2.411,Medium
06-02-2025,21:58:00,20,Idle,63.827,1.495,2.396,2.625,1.115,3.934,339.437,0.192,0.762,Medium
06-02-2025,21:59:00,42,Active,68.404,4.790,7.826,5.224,0.496,5.121,366.820,0.308,2.989,Medium
06-02-2025,22:00:00,26,Active,41.195,4.413,5.361,31.561,0.490,8.365,443.411,0.542,0.507,High
06-02-2025,22:01:00,12,Active,74.175,3.574,1.669,48.332,0.318,3.115,150.651,0.413,4.578,Low
06-02-2025,22:02:00,8,Idle,54.559,4.230,6.726,12.344,3.965,0.744,112.678,0.488,7.975,Low
06-02-2025,22:03:00,35,Active,44.928,1.458,6.200,26.377,2.365,2.227,96.127,0.360,4.637,Low
06-02-2025,22:04:00,29,Active,42.574,3.533,8.475,32.580,4.671,6.638,79.687,0.984,8.108,Low
06-02-2025,22:05:00,42,Active,60.051,2.332,7.359,32.377,2.921,4.265,161.562,0.177,5.520,Low
06-02-2025,22:06:00,7,Active,65.070,3.089,7.922,15.193,0.967,6.054,419.337,0.049,3.395,Medium
06-02-2025,22:07:00,10,Active,46.307,0.806,2.892,25.946,4.465,1.731,195.511,0.376,2.795,Low
06-02-2025,22:08:00,39,Active,81.634,4.121,6.144,18.298,1.120,6.089,164.169,0.713,4.785,Low
06-02-2025,22:09:00,50,Maintenance,63.037,1.565,6.733,7.856,3.572,0.404,410.993,0.449,2.019,Medium
06-02-2025,22:10:00,20,Active,63.187,0.537,7.827,39.392,3.882,0.570,182.190,0.141,6.710,Low
06-02-2025,22:11:00,28,Active,47.256,3.671,6.126,29.317,3.353,8.927,176.367,0.758,4.203,Low
06-02-2025,22:12:00,14,Active,54.753,2.011,2.574,42.405,2.488,5.355,425.180,0.107,9.090,Low
06-02-2025,22:13:00,12,Idle,41.151,2.677,7.994,21.452,1.250,3.538,232.784,0.343,6.536,Low
06-02-2025,22:14:00,8,Active,46.691,3.469,5.108,16.498,1.901,9.494,393.001,0.271,13.837,Low
06-02-2025,22:15:00,7,Active,88.115,0.501,5.955,11.670,4.323,5.939,105.516,0.934,1.703,Low
06-02-2025,22:16:00,5,Maintenance,62.547,3.026,9.342,24.604,1.922,4.518,452.883,0.377,2.537,Medium
06-02-2025,22:17:00,1,Active,84.052,3.747,6.959,26.801,2.741,5.151,131.529,0.676,12.520,Low
06-02-2025,22:18:00,47,Active,62.563,1.469,9.276,41.091,3.587,5.835,475.093,0.887,14.040,Low
06-02-2025,22:19:00,9,Active,33.983,2.129,6.380,27.254,1.301,2.856,490.941,0.780,3.773,Medium
06-02-2025,22:20:00,44,Active,47.385,2.070,5.084,37.086,3.807,6.558,161.653,0.273,2.443,Low
06-02-2025,22:21:00,18,Active,74.215,4.800,4.952,2.097,3.828,0.805,274.541,0.457,7.544,Low
06-02-2025,22:22:00,43,Maintenance,87.962,0.347,3.056,27.477,0.170,9.935,240.759,0.850,13.900,Low
06-02-2025,22:23:00,42,Active,83.056,0.500,8.669,27.824,0.428,0.890,66.935,0.980,12.344,Low
06-02-2025,22:24:00,10,Active,71.243,3.763,3.084,1.443,0.508,9.353,239.348,0.668,1.515,Medium
06-02-2025,22:25:00,50,Idle,33.289,3.241,2.059,32.591,1.674,9.190,192.018,0.919,13.583,Low
06-02-2025,22:26:00,1,Active,85.723,0.730,2.795,15.311,4.531,4.493,275.798,0.865,1.815,Medium
06-02-2025,22:27:00,20,Active,55.997,0.774,9.960,33.988,4.956,7.509,106.586,0.706,0.618,Low
06-02-2025,22:28:00,43,Active,77.774,4.409,7.953,43.829,0.212,5.746,356.819,0.918,8.791,Low
06-02-2025,22:29:00,29,Active,54.173,2.541,9.252,33.789,0.532,6.504,61.893,0.855,0.238,Low
06-02-2025,22:30:00,2,Active,71.365,2.175,8.789,18.049,1.544,7.338,355.845,0.519,0.685,Medium
06-02-2025,22:31:00,26,Active,35.311,4.216,6.061,1.214,0.151,7.988,258.509,0.351,10.766,Low
06-02-2025,22:32:00,11,Idle,65.608,4.809,1.952,15.044,2.950,3.068,299.484,0.812,6.171,Low
06-02-2025,22:33:00,25,Active,49.869,1.215,1.509,31.885,0.739,5.039,451.279,0.003,12.172,Low
06-02-2025,22:34:00,34,Active,36.305,0.404,4.056,29.744,2.245,4.594,425.493,0.770,14.958,Low
06-02-2025,22:35:00,41,Active,43.394,2.159,2.194,42.770,2.393,2.547,64.247,0.387,7.795,Low
06-02-2025,22:36:00,1,Idle,58.923,1.884,8.754,14.322,4.316,7.988,134.062,0.101,9.521,Low
06-02-2025,22:37:00,31,Active,59.450,4.080,7.938,41.590,3.035,1.151,493.060,0.046,12.303,Low
06-02-2025,22:38:00,38,Active,67.441,2.999,4.225,23.270,1.193,9.521,189.429,0.709,0.994,Low
06-02-2025,22:39:00,22,Active,39.348,3.877,8.623,38.127,4.098,6.444,303.544,0.964,0.438,Medium
06-02-2025,22:40:00,2,Maintenance,64.028,2.551,5.705,3.649,2.840,1.154,54.041,0.109,7.267,Low
06-02-2025,22:41:00,47,Active,68.441,3.735,9.766,1.360,2.193,2.364,421.283,0.106,4.316,Medium
06-02-2025,22:42:00,1,Active,89.326,1.015,2.745,10.581,0.404,5.676,116.581,0.953,2.369,Low
06-02-2025,22:43:00,24,Active,62.118,4.170,5.686,2.271,1.785,9.601,303.288,0.089,3.355,Medium
06-02-2025,22:44:00,50,Active,68.850,2.290,2.612,17.698,0.959,1.113,197.810,0.697,1.931,Low
06-02-2025,22:45:00,36,Active,75.970,2.263,7.759,7.918,3.911,2.449,77.475,0.326,5.692,Low
06-02-2025,22:46:00,45,Active,32.844,3.495,7.352,47.333,4.022,3.167,404.105,0.727,2.440,Medium
06-02-2025,22:47:00,36,Active,88.252,0.347,4.706,29.490,4.322,9.163,314.886,0.865,12.087,Low
06-02-2025,22:48:00,47,Active,72.998,0.220,5.420,14.780,3.425,1.197,236.615,0.431,8.653,Low
06-02-2025,22:49:00,34,Active,53.958,0.216,5.426,46.910,1.439,6.040,199.244,0.250,9.266,Low
06-02-2025,22:50:00,9,Active,66.309,1.588,5.503,18.856,4.510,8.121,346.887,0.065,1.280,Medium
06-02-2025,22:51:00,12,Active,49.939,0.504,3.985,18.665,0.272,8.725,382.902,0.775,0.970,Medium
06-02-2025,22:52:00,46,Idle,87.610,4.170,6.335,26.401,4.412,5.955,313.379,0.112,1.913,Medium
06-02-2025,22:53:00,20,Active,52.657,2.264,9.876,16.486,0.574,9.616,329.097,0.977,10.108,Low
06-02-2025,22:54:00,4,Active,52.126,2.240,1.504,21.897,4.199,5.973,257.138,0.552,9.342,Low
06-02-2025,22:55:00,15,Active,32.007,2.226,5.724,26.159,0.104,9.184,402.763,0.061,14.571,Low
06-02-2025,22:56:00,4,Active,79.394,3.833,4.850,33.310,2.499,0.967,92.503,0.893,8.606,Low
06-02-2025,22:57:00,5,Idle,63.394,0.685,3.792,5.554,4.487,9.197,401.557,0.750,4.040,Medium
06-02-2025,22:58:00,10,Active,59.399,3.953,2.329,30.802,1.604,2.523,168.019,0.743,10.903,Low
06-02-2025,22:59:00,44,Active,67.246,4.977,7.938,40.918,3.456,5.493,406.068,0.713,5.054,Low
06-02-2025,23:00:00,44,Idle,89.418,0.793,7.754,25.105,0.690,9.269,209.841,0.466,7.494,Low
06-02-2025,23:01:00,40,Active,85.678,4.076,3.600,22.596,1.717,6.222,94.328,0.765,12.840,Low
06-02-2025,23:02:00,36,Active,64.406,3.502,3.010,22.904,0.046,1.512,469.833,0.806,0.165,High
06-02-2025,23:03:00,35,Active,80.915,3.876,3.282,32.073,2.356,5.982,78.830,0.314,12.178,Low
06-02-2025,23:04:00,1,Maintenance,85.087,2.706,8.102,5.320,1.982,5.889,313.827,0.559,13.719,Low
06-02-2025,23:05:00,18,Active,30.376,2.012,3.522,37.513,3.487,5.083,154.828,0.955,1.966,Low
